City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Rain inches (last 3 hrs),Snow inches (last 3 hrs)
376,Ban Nahin,LA,2020-02-21 07:13:58,18.24,104.21,88.83,29,0,8.28,clear sky,0.0,0.0
377,Micoud,LC,2020-02-21 07:13:59,13.82,-60.9,78.8,69,40,20.8,scattered clouds,0.0,0.0
378,Itanhem,BR,2020-02-21 07:13:59,-17.17,-40.33,69.37,96,2,2.91,clear sky,0.0,0.0
379,Dunedin,NZ,2020-02-21 07:12:12,-45.87,170.5,60.01,78,70,17.45,light rain,1.13,0.0
380,Sarangani,PH,2020-02-21 07:13:59,5.4,125.46,80.91,74,63,24.79,broken clouds,0.0,0.0
381,Oktyabrskoye,RU,2020-02-21 07:14:00,43.06,44.74,35.6,100,90,2.24,light intensity drizzle,0.0,0.0
382,Tuatapere,NZ,2020-02-21 07:14:00,-46.13,167.68,57.99,79,85,17.0,light rain,0.25,0.0
383,Lakatoro,VU,2020-02-21 07:14:00,-16.1,167.42,86.0,100,8,9.17,clear sky,0.0,0.0
384,Burnie,AU,2020-02-21 07:14:00,-41.07,145.92,64.99,44,66,11.99,broken clouds,0.0,0.0
385,Dumka,IN,2020-02-21 07:14:00,24.27,87.25,83.89,27,52,6.38,broken clouds,0.0,0.0
386,Gazli,UZ,2020-02-21 07:14:00,40.13,63.45,47.17,93,100,6.96,light rain,1.56,0.0
387,Moerai,PF,2020-02-21 07:14:01,-22.43,-151.33,81.16,79,100,9.78,light rain,0.19,0.0
388,Saint Anthony,US,2020-02-21 07:14:01,45.02,-93.22,12.2,77,1,6.93,clear sky,0.0,0.0
389,Yeniseysk,RU,2020-02-21 07:14:01,58.45,92.17,26.38,91,100,6.76,light snow,0.0,0.56
390,Siniscola,IT,2020-02-21 07:14:01,40.57,9.69,38.28,95,0,6.08,clear sky,0.0,0.0
391,Bandarbeyla,SO,2020-02-21 07:14:01,9.49,50.81,77.83,72,52,9.62,broken clouds,0.0,0.0
392,Lima,PE,2020-02-21 07:14:02,-12.04,-77.03,73.4,88,40,5.82,scattered clouds,0.0,0.0
393,Koulikoro,ML,2020-02-21 07:14:02,14.0,-7.75,71.19,16,17,7.27,few clouds,0.0,0.0
394,Talnakh,RU,2020-02-21 07:14:02,69.49,88.4,12.2,92,97,4.47,overcast clouds,0.0,0.0
395,Tshikapa,CD,2020-02-21 07:14:02,-6.42,20.8,74.23,85,100,1.52,overcast clouds,0.0,0.0
396,Iqaluit,CA,2020-02-21 07:09:48,63.75,-68.51,-38.0,65,20,12.75,few clouds,0.0,0.0
397,Katobu,ID,2020-02-21 07:14:03,-4.94,122.53,87.55,67,70,3.98,light rain,1.56,0.0
398,Bulungu,CD,2020-02-21 07:14:03,-4.55,18.6,75.2,82,100,2.17,overcast clouds,0.0,0.0
399,Namwala,ZM,2020-02-21 07:14:03,-15.75,26.44,69.55,94,6,3.09,light rain,1.06,0.0
400,Dicabisagan,PH,2020-02-21 07:14:03,17.08,122.42,74.5,80,46,13.51,light rain,1.25,0.0
401,Odessa,UA,2020-02-21 07:14:03,46.48,30.73,33.8,75,75,8.95,mist,0.0,0.0
402,Khipro,PK,2020-02-21 07:14:04,25.83,69.38,78.17,24,0,19.26,clear sky,0.0,0.0
403,Benguela,AO,2020-02-21 07:14:04,-12.58,13.41,78.8,88,40,2.26,scattered clouds,0.0,0.0
404,College,US,2020-02-21 07:14:04,64.86,-147.8,17.6,85,75,3.36,broken clouds,0.0,0.0
405,Dingle,PH,2020-02-21 07:14:04,11.0,122.67,79.12,78,72,18.05,light rain,2.75,0.0
406,Ryki,PL,2020-02-21 07:14:04,51.63,21.93,37.99,79,20,9.17,few clouds,0.0,0.0
407,Nadym,RU,2020-02-21 07:14:05,65.53,72.52,20.77,93,100,15.12,light snow,0.0,0.25
408,Lincoln,US,2020-02-21 07:12:21,40.8,-96.67,23.0,79,1,5.82,clear sky,0.0,0.0
409,Taua,BR,2020-02-21 07:14:05,-5.97,-40.3,70.29,97,100,3.74,moderate rain,4.88,0.0
410,Vostok,RU,2020-02-21 07:14:05,46.49,135.88,16.79,83,99,3.91,overcast clouds,0.0,0.0
411,Akdagmadeni,TR,2020-02-21 07:14:05,39.66,35.88,28.49,88,100,5.53,overcast clouds,0.0,0.0
412,Erzin,TR,2020-02-21 07:14:06,36.96,36.2,60.01,100,75,6.93,broken clouds,0.0,0.0
413,Mpanda,TZ,2020-02-21 07:14:06,-6.37,31.04,66.56,96,87,2.28,light rain,0.69,0.0
414,Libreville,GA,2020-02-21 07:14:06,0.39,9.45,73.4,94,75,10.29,thunderstorm with rain,0.0,0.0
415,Ocampo,MX,2020-02-21 07:14:06,21.65,-101.5,52.59,86,19,16.44,few clouds,0.0,0.0
416,Hearst,CA,2020-02-21 07:14:06,49.68,-83.67,14.07,86,29,9.24,scattered clouds,0.0,0.0
417,Librazhd,AL,2020-02-21 07:14:07,41.18,20.32,35.6,74,0,2.24,clear sky,0.0,0.0
418,Andenes,NO,2020-02-21 07:14:07,69.31,16.12,34.0,86,40,14.99,scattered clouds,0.0,0.0
419,Krasnoselkup,RU,2020-02-21 07:14:07,65.7,82.47,25.43,95,93,9.91,light snow,0.0,0.12
420,Gorontalo,ID,2020-02-21 07:14:07,0.54,123.06,87.55,55,77,0.6,light rain,0.44,0.0
421,Lerwick,GB,2020-02-21 07:14:07,60.15,-1.15,44.6,81,75,32.21,broken clouds,0.0,0.0
422,Bonavista,CA,2020-02-21 07:14:08,48.65,-53.11,9.0,63,21,24.0,few clouds,0.0,0.0
423,Tobol,KZ,2020-02-21 07:14:08,52.68,62.58,19.76,95,90,3.74,overcast clouds,0.0,0.0
424,Levelland,US,2020-02-21 07:14:09,33.59,-102.38,28.0,79,1,6.93,clear sky,0.0,0.0
425,Olinda,BR,2020-02-21 07:14:09,-8.01,-34.86,77.0,88,20,1.59,few clouds,0.0,0.0
426,Lagoa,PT,2020-02-21 07:14:09,39.05,-27.98,56.98,64,19,8.1,few clouds,0.0,0.0
427,Ravar,IR,2020-02-21 07:14:09,31.27,56.81,58.53,45,26,3.78,scattered clouds,0.0,0.0
428,Saint George,US,2020-02-21 07:13:32,37.1,-113.58,44.6,24,1,4.81,clear sky,0.0,0.0
429,Cascais,PT,2020-02-21 07:13:17,38.7,-9.42,55.0,76,0,4.7,clear sky,0.0,0.0
430,Shubarshi,KZ,2020-02-21 07:14:10,48.59,57.19,23.14,83,100,7.96,overcast clouds,0.0,0.0
431,Qasigiannguit,GL,2020-02-21 07:14:10,68.82,-51.19,-2.2,58,42,8.05,scattered clouds,0.0,0.0
432,Puerto Escondido,MX,2020-02-21 07:14:10,15.85,-97.07,72.9,65,33,3.13,scattered clouds,0.0,0.0
433,Kristianstad,SE,2020-02-21 07:14:10,56.03,14.15,39.2,80,20,11.41,few clouds,0.0,0.0
434,Ilulissat,GL,2020-02-21 07:14:11,69.22,-51.1,-2.2,58,42,8.05,scattered clouds,0.0,0.0
435,Mataram,ID,2020-02-21 07:14:11,-8.58,116.12,80.6,88,75,12.75,thunderstorm,0.0,0.0
436,Porto Walter,BR,2020-02-21 07:14:11,-8.27,-72.74,73.67,90,79,2.91,broken clouds,0.0,0.0
437,Cedar City,US,2020-02-21 07:14:11,37.68,-113.06,26.6,53,1,5.77,clear sky,0.0,0.0
438,Tarancon,ES,2020-02-21 07:14:12,40.01,-3.01,46.0,80,0,4.7,clear sky,0.0,0.0
439,Hailar,CN,2020-02-21 07:10:29,49.2,119.7,16.72,90,100,4.41,overcast clouds,0.0,0.0
440,Price,US,2020-02-21 07:13:25,39.6,-110.81,26.01,48,1,5.82,clear sky,0.0,0.0
441,Porto Tolle,IT,2020-02-21 07:14:12,44.95,12.32,39.99,86,16,8.05,few clouds,0.0,0.0
442,Horasan,TR,2020-02-21 07:14:12,40.05,42.17,26.26,89,93,1.23,overcast clouds,0.0,0.0
443,Hibbing,US,2020-02-21 07:14:12,47.43,-92.94,12.2,77,1,3.36,clear sky,0.0,0.0
444,La Romana,DO,2020-02-21 07:14:13,18.43,-68.97,77.0,73,40,11.41,scattered clouds,0.0,0.0
445,Valdivia,CL,2020-02-21 07:14:13,-39.81,-73.25,49.12,75,0,3.96,clear sky,0.0,0.0
446,Kochevo,RU,2020-02-21 07:14:13,59.6,54.31,29.61,93,94,6.85,overcast clouds,0.0,0.0
447,South Milwaukee,US,2020-02-21 07:12:28,42.91,-87.86,10.99,55,1,8.05,clear sky,0.0,0.0
448,Sovetsk,RU,2020-02-21 07:14:14,55.08,21.88,36.5,80,100,18.16,overcast clouds,0.0,0.0
449,Naryan-Mar,RU,2020-02-21 07:14:14,67.67,53.09,7.11,88,46,12.44,scattered clouds,0.0,0.0
450,Oriximina,BR,2020-02-21 07:14:14,-1.77,-55.87,74.23,87,97,4.74,overcast clouds,0.0,0.0
451,Akureyri,IS,2020-02-21 07:14:14,65.68,-18.09,32.0,97,90,9.17,light snow,0.0,0.0
452,Sao Joao Da Barra,BR,2020-02-21 07:14:15,-21.64,-41.05,75.96,90,10,9.44,clear sky,0.0,0.0
453,Zhigansk,RU,2020-02-21 07:14:15,66.77,123.37,-5.75,96,100,22.01,light snow,0.0,0.37
454,Ledyard,US,2020-02-21 07:14:15,41.44,-72.01,24.01,44,1,11.41,clear sky,0.0,0.0
455,Maseru,LS,2020-02-21 07:14:15,-29.32,27.48,67.73,58,0,2.91,clear sky,0.0,0.0
456,Esterhazy,CA,2020-02-21 07:14:15,50.65,-102.08,21.76,75,0,15.88,clear sky,0.0,0.0
457,Miraflores,MX,2020-02-21 07:14:16,19.22,-98.81,57.2,58,40,9.17,scattered clouds,0.0,0.0
458,Porto Novo,BJ,2020-02-21 07:14:16,6.5,2.6,80.6,94,20,2.24,mist,0.0,0.0
459,Birao,CF,2020-02-21 07:14:16,10.28,22.79,71.8,23,81,14.92,broken clouds,0.0,0.0
460,Bilibino,RU,2020-02-21 07:14:16,68.05,166.44,-22.7,98,100,1.43,overcast clouds,0.0,0.0
461,Nyagan,RU,2020-02-21 07:14:16,62.14,65.39,27.81,91,100,6.82,overcast clouds,0.0,0.0
462,Taoudenni,ML,2020-02-21 07:14:17,22.68,-3.98,64.47,18,0,7.02,clear sky,0.0,0.0
463,Nantucket,US,2020-02-21 07:09:44,41.28,-70.1,28.99,54,1,13.87,clear sky,0.0,0.0
464,Brunico,IT,2020-02-21 07:14:17,46.8,11.94,33.01,79,34,3.36,scattered clouds,0.0,0.0
465,Mnogovershinnyy,RU,2020-02-21 07:14:17,53.94,139.92,10.08,78,5,5.23,clear sky,0.0,0.0
466,Indramayu,ID,2020-02-21 07:14:17,-6.33,108.32,83.28,78,83,18.03,light rain,2.31,0.0
467,Kazanskoye,RU,2020-02-21 07:14:18,55.64,69.23,27.39,96,100,9.69,overcast clouds,0.0,0.0
468,Poyarkovo,RU,2020-02-21 07:14:18,49.6,128.68,6.96,94,100,7.11,overcast clouds,0.0,0.0
469,Tomatlan,MX,2020-02-21 07:14:18,19.93,-105.25,68.59,68,75,1.97,broken clouds,0.0,0.0
470,Yuli,NG,2020-02-21 07:14:18,9.7,10.27,71.29,22,21,7.81,few clouds,0.0,0.0
471,Phangnga,TH,2020-02-21 07:14:18,8.45,98.53,91.4,49,20,12.75,few clouds,0.0,0.0
472,Ambon,ID,2020-02-21 07:14:19,-3.7,128.18,82.94,78,79,15.39,broken clouds,0.0,0.0
473,Luanda,AO,2020-02-21 07:10:30,-8.84,13.23,80.6,88,75,3.36,broken clouds,0.0,0.0
474,Kowary,PL,2020-02-21 07:14:19,50.79,15.84,39.0,10,78,26.19,snow,0.0,2.75
475,Vao,NC,2020-02-21 07:14:20,-22.67,167.48,80.31,69,35,11.74,scattered clouds,0.0,0.0
476,Broken Hill,AU,2020-02-21 07:14:21,-31.95,141.43,78.8,26,9,16.11,clear sky,0.0,0.0
477,Arkhangelskoye,RU,2020-02-21 07:14:21,55.85,35.33,31.5,95,20,6.85,few clouds,0.0,0.0
478,Barra Do Corda,BR,2020-02-21 07:14:21,-5.5,-45.25,70.54,99,100,3.04,moderate rain,4.13,0.0
479,Klyuchi,RU,2020-02-21 07:14:22,52.27,79.17,23.92,86,100,8.84,overcast clouds,0.0,0.0
480,Ciomas,ID,2020-02-21 07:14:22,-7.15,108.29,85.12,62,65,6.85,light rain,1.69,0.0
481,Oksfjord,NO,2020-02-21 07:14:22,70.24,22.35,32.0,86,40,3.36,light snow,0.0,0.0
482,Wuwei,CN,2020-02-21 07:14:22,37.93,102.64,35.01,29,0,4.54,clear sky,0.0,0.0
483,Gambela,ET,2020-02-21 07:14:23,8.25,34.58,88.32,28,23,4.79,few clouds,0.0,0.0
484,San Policarpo,PH,2020-02-21 07:14:23,12.18,125.51,78.39,83,55,21.63,moderate rain,3.44,0.0
485,San Ramon,US,2020-02-21 07:14:23,37.78,-121.98,57.0,54,1,6.93,clear sky,0.0,0.0
486,Bardiyah,LY,2020-02-21 07:14:23,31.76,25.09,57.97,62,48,25.99,scattered clouds,0.0,0.0
487,Saint-Michel-Des-Saints,CA,2020-02-21 07:09:49,46.68,-73.92,-2.0,7,89,5.32,overcast clouds,0.0,0.0
488,Tromso,NO,2020-02-21 07:14:24,69.65,18.96,32.0,95,75,19.46,shower rain,0.0,0.0
489,Pietroasa,RO,2020-02-21 07:14:24,46.58,22.55,32.0,82,0,5.82,clear sky,0.0,0.0
490,Recife,BR,2020-02-21 07:09:29,-8.05,-34.88,77.0,88,20,1.59,few clouds,0.0,0.0
491,Makokou,GA,2020-02-21 07:14:24,0.57,12.86,74.14,75,86,2.39,overcast clouds,0.0,0.0
492,Guliston,UZ,2020-02-21 07:14:24,40.49,68.78,50.85,36,100,10.31,overcast clouds,0.0,0.0
493,Kieta,PG,2020-02-21 07:14:24,-6.22,155.63,85.12,68,56,4.03,light rain,2.81,0.0
494,Arman,RU,2020-02-21 07:14:25,59.7,150.17,-3.44,88,0,6.4,clear sky,0.0,0.0
495,Finnsnes,NO,2020-02-21 07:14:25,69.23,17.98,34.0,92,75,29.97,broken clouds,0.0,0.0
496,Antofagasta,CL,2020-02-21 07:14:25,-23.65,-70.4,66.2,88,21,1.12,few clouds,0.0,0.0
497,Serik,TR,2020-02-21 07:14:25,36.92,31.1,51.8,93,75,8.05,thunderstorm with light rain,0.0,0.0
498,Muisne,EC,2020-02-21 07:14:25,0.6,-80.03,74.88,90,38,6.82,scattered clouds,0.0,0.0
499,Pacific Grove,US,2020-02-21 07:14:26,36.62,-121.92,55.0,71,1,4.09,clear sky,0.0,0.0
500,Christchurch,NZ,2020-02-21 07:13:14,-43.53,172.63,82.4,34,73,11.41,broken clouds,0.0,0.0
501,Shizuishan,CN,2020-02-21 07:14:26,39.23,106.77,34.34,25,41,25.01,scattered clouds,0.0,0.0
502,Sao Sebastiao,BR,2020-02-21 07:14:26,-23.76,-45.41,80.17,82,96,6.38,moderate rain,3.69,0.0
503,Balozi,LV,2020-02-21 07:14:26,56.88,24.12,35.6,80,20,19.46,few clouds,0.0,0.0
504,Saurimo,AO,2020-02-21 07:14:27,-9.66,20.39,69.49,92,70,2.48,broken clouds,0.0,0.0
505,Eureka,US,2020-02-21 07:14:27,40.8,-124.16,43.0,87,1,3.65,clear sky,0.0,0.0
506,San Pedro,PH,2020-02-21 07:14:27,14.35,121.02,91.4,46,20,12.75,few clouds,0.0,0.0
507,Polunochnoye,RU,2020-02-21 07:14:28,60.87,60.42,28.99,87,95,3.87,overcast clouds,0.0,0.0
508,Hualmay,PE,2020-02-21 07:14:28,-11.1,-77.61,70.66,86,100,3.09,overcast clouds,0.0,0.0
509,Karpathos,GR,2020-02-21 07:14:28,35.51,27.21,53.6,87,75,21.92,light rain,0.0,0.0
510,Whitehorse,CA,2020-02-21 07:14:26,60.72,-135.05,28.4,74,5,21.92,clear sky,0.0,0.0
511,Fairbanks,US,2020-02-21 07:09:50,64.84,-147.72,16.0,85,75,3.36,broken clouds,0.0,0.0
512,Panama City,PA,2020-02-21 07:14:14,8.99,-79.52,78.01,88,91,2.24,overcast clouds,0.0,0.0
513,Boda,CF,2020-02-21 07:14:29,4.32,17.47,76.33,51,64,2.91,broken clouds,0.0,0.0
514,Dalby,AU,2020-02-21 07:14:29,-27.18,151.27,84.2,48,75,11.41,broken clouds,0.0,0.0
515,Sabancuy,MX,2020-02-21 07:14:29,18.97,-91.18,77.18,76,0,6.22,clear sky,0.0,0.0
516,Georgetown,MY,2020-02-21 07:10:49,5.41,100.34,95.0,41,20,16.11,few clouds,0.0,0.0
517,Praya,CV,2020-02-21 07:14:30,14.92,-23.51,68.0,77,18,17.22,few clouds,0.0,0.0
518,Marataizes,BR,2020-02-21 07:14:16,-21.04,-40.82,71.85,90,33,4.52,scattered clouds,0.0,0.0
519,Sabha,LY,2020-02-21 07:14:30,27.04,14.43,49.53,62,0,9.15,clear sky,0.0,0.0
520,Jiujiang,CN,2020-02-21 07:14:14,29.73,115.98,50.52,80,99,2.73,light rain,0.25,0.0
521,Argir,FO,2020-02-21 07:14:30,62.0,-6.77,41.0,86,97,27.51,light rain,0.0,0.0
522,Stromness,GB,2020-02-21 07:14:31,58.97,-3.3,41.0,86,40,27.51,scattered clouds,0.0,0.0
523,Mahuva,IN,2020-02-21 07:14:31,21.09,71.76,72.72,57,47,7.14,scattered clouds,0.0,0.0
524,Guerrero Negro,MX,2020-02-21 07:14:31,27.98,-114.06,64.96,56,62,6.62,broken clouds,0.0,0.0
525,Daru,PG,2020-02-21 07:14:31,-9.08,143.21,85.96,80,100,5.06,moderate rain,3.44,0.0
526,Salekhard,RU,2020-02-21 07:14:31,66.53,66.6,8.78,79,47,7.92,scattered clouds,0.0,0.0
527,Bokaro,IN,2020-02-21 07:14:32,23.78,85.97,83.43,25,62,8.12,broken clouds,0.0,0.0
528,Marrakesh,MA,2020-02-21 07:12:38,31.63,-8.01,48.2,81,29,5.82,scattered clouds,0.0,0.0
529,Tolaga Bay,NZ,2020-02-21 07:14:32,-38.37,178.3,74.23,69,3,15.3,clear sky,0.0,0.0
530,Astoria,US,2020-02-21 07:14:32,46.19,-123.83,37.99,70,1,4.7,clear sky,0.0,0.0
531,Oranjemund,NA,2020-02-21 07:14:32,-28.55,16.43,63.52,85,87,11.52,overcast clouds,0.0,0.0
532,Tripoli,LY,2020-02-21 07:14:33,32.88,13.19,58.71,68,93,11.56,overcast clouds,0.0,0.0
533,Nizhnyaya Poyma,RU,2020-02-21 07:14:33,56.16,97.19,27.37,92,100,12.33,light snow,0.0,1.19
534,Port Augusta,AU,2020-02-21 07:14:33,-32.5,137.77,81.0,49,0,24.16,clear sky,0.0,0.0
535,Kingaroy,AU,2020-02-21 07:14:33,-26.53,151.83,77.0,88,75,17.22,heavy intensity shower rain,0.0,0.0
536,Bayji,IQ,2020-02-21 07:14:33,34.93,43.49,56.77,73,0,0.81,clear sky,0.0,0.0
537,Portlethen,GB,2020-02-21 07:14:34,57.05,-2.13,44.01,80,20,16.11,few clouds,0.0,0.0
538,Hokitika,NZ,2020-02-21 07:14:34,-42.72,170.97,65.7,89,52,14.58,moderate rain,3.06,0.0
539,Kysyl-Syr,RU,2020-02-21 07:14:34,63.9,122.76,1.4,97,100,7.96,light snow,0.0,0.19
540,Upata,VE,2020-02-21 07:14:34,8.01,-62.4,67.6,85,99,3.27,overcast clouds,0.0,0.0
541,Torrington,US,2020-02-21 07:14:34,41.8,-73.12,21.99,48,1,6.93,clear sky,0.0,0.0
542,Heze,CN,2020-02-21 07:14:35,35.24,115.44,60.6,25,17,9.15,few clouds,0.0,0.0
543,Lokosovo,RU,2020-02-21 07:14:35,61.13,74.82,29.3,95,96,5.46,overcast clouds,0.0,0.0
544,Ostersund,SE,2020-02-21 07:12:22,63.18,14.64,32.0,82,100,4.7,heavy snow,0.0,0.0
545,Pskov,RU,2020-02-21 07:14:35,57.81,28.35,37.4,69,20,11.18,few clouds,0.0,0.0
546,Mezhdurechensk,RU,2020-02-21 07:14:35,53.69,88.06,31.14,73,100,10.27,overcast clouds,0.0,0.0
547,Camacha,PT,2020-02-21 07:14:36,33.08,-16.33,57.2,82,40,12.75,scattered clouds,0.0,0.0
548,Rio Grande,BR,2020-02-21 07:14:36,-32.03,-52.1,64.8,63,0,17.36,clear sky,0.0,0.0
549,Lulea,SE,2020-02-21 07:12:57,65.58,22.15,33.8,98,75,16.11,broken clouds,0.0,0.0
550,Gazojak,TM,2020-02-21 07:14:37,41.19,61.4,41.13,75,100,7.49,light rain,0.63,0.0
551,Banepa,NP,2020-02-21 07:14:37,27.63,85.52,60.8,72,75,2.24,haze,0.0,0.0
552,Oranjestad,AW,2020-02-21 07:14:38,12.52,-70.03,78.8,78,20,16.11,few clouds,0.0,0.0
553,Ondjiva,AO,2020-02-21 07:13:41,-17.07,15.73,71.6,88,75,4.7,broken clouds,0.0,0.0
554,Muros,ES,2020-02-21 07:14:40,42.78,-9.06,51.01,100,31,6.93,scattered clouds,0.0,0.0
555,Mul,IN,2020-02-21 07:14:41,20.07,79.67,87.42,35,0,8.21,clear sky,0.0,0.0
556,Nouadhibou,MR,2020-02-21 07:14:41,20.93,-17.03,62.6,72,0,20.8,clear sky,0.0,0.0
557,Kropotkin,RU,2020-02-21 07:14:42,45.44,40.58,39.96,88,100,13.62,light rain,0.63,0.0
558,Datong,CN,2020-02-21 07:11:24,40.09,113.29,33.31,28,100,19.46,overcast clouds,0.0,0.0
559,Ozinki,RU,2020-02-21 07:14:43,51.18,49.68,29.82,93,100,8.12,overcast clouds,0.0,0.0
560,Narrabri,AU,2020-02-21 07:14:44,-30.32,149.78,87.01,28,69,9.17,broken clouds,0.0,0.0
561,Akyab,MM,2020-02-21 07:14:44,20.15,92.9,77.97,40,0,5.32,clear sky,0.0,0.0
562,Houston,US,2020-02-21 07:10:38,29.76,-95.36,46.0,70,40,8.05,scattered clouds,0.0,0.0
563,Tura,IN,2020-02-21 07:14:45,25.52,90.22,89.31,28,0,1.68,clear sky,0.0,0.0
564,Hamilton,US,2020-02-21 07:10:55,39.18,-84.53,21.2,85,1,4.7,clear sky,0.0,0.0
565,Noumea,NC,2020-02-21 07:14:45,-22.28,166.46,86.0,55,90,9.17,overcast clouds,0.0,0.0
